seq,stock_code,stock_name,percent,holding_number,holding_value,season,fund_code
61,601089,福元医药,0.0,0.17,3.68,2022年2季度股票投资明细,006527
62,301200,大族数控,0.0,0.07,3.38,2022年2季度股票投资明细,006527
63,301219,腾远钴业,0.0,0.04,3.35,2022年2季度股票投资明细,006527
64,301150,中一科技,0.0,0.04,3.34,2022年2季度股票投资明细,006527
65,301109,军信股份,0.0,0.18,2.97,2022年2季度股票投资明细,006527
66,301206,三元生物,0.0,0.06,2.82,2022年2季度股票投资明细,006527
67,001323,慕思股份,0.0,0.06,2.81,2022年2季度股票投资明细,006527
68,301201,诚达药业,0.0,0.04,2.53,2022年2季度股票投资明细,006527
69,001318,阳光乳业,0.0,0.11,2.52,2022年2季度股票投资明细,006527
70,301162,国能日新,0.0,0.03,1.81,2022年2季度股票投资明细,006527
71,301123,奕东电子,0.0,0.07,1.67,2022年2季度股票投资明细,006527
72,301120,新特电气,0.0,0.1,1.6,2022年2季度股票投资明细,006527
73,301235,华康医疗,0.0,0.04,1.59,2022年2季度股票投资明细,006527
74,300834,星辉环材,0.0,0.05,1.5,2022年2季度股票投资明细,006527
75,301166,优宁维,0.0,0.02,1.47,2022年2季度股票投资明细,006527
76,301189,奥尼电子,0.0,0.04,1.45,2022年2季度股票投资明细,006527
77,603272,联翔股份,0.0,0.04,0.97,2022年2季度股票投资明细,006527
78,301196,唯科科技,0.0,0.03,0.96,2022年2季度股票投资明细,006527
79,301181,标榜股份,0.0,0.03,0.79,2022年2季度股票投资明细,006527
80,301158,德石股份,0.0,0.04,0.77,2022年2季度股票投资明细,006527
81,600048,保利发展,7.45,576.95,10212.02,2022年1季度股票投资明细,006527
82,002027,分众传媒,4.05,907.88,5547.15,2022年1季度股票投资明细,006527
83,300122,智飞生物,3.45,34.29,4732.02,2022年1季度股票投资明细,006527
84,603259,药明康德,3.45,42.05,4725.8,2022年1季度股票投资明细,006527
85,600383,金地集团,3.19,306.53,4377.25,2022年1季度股票投资明细,006527
86,002475,立讯精密,2.96,128.1,4060.89,2022年1季度股票投资明细,006527
87,688016,心脉医疗,2.91,19.13,3988.92,2022年1季度股票投资明细,006527
88,600690,海尔智家,2.88,170.8,3945.51,2022年1季度股票投资明细,006527
89,601398,工商银行,2.72,781.41,3727.33,2022年1季度股票投资明细,006527
90,603612,索通发展,2.69,193.08,3691.69,2022年1季度股票投资明细,006527
1,002643,万润股份,8.21,240.56,5018.16,2022年2季度股票投资明细,007016
2,600887,伊利股份,6.52,102.3,3984.62,2022年2季度股票投资明细,007016
3,600519,贵州茅台,5.82,1.74,3558.3,2022年2季度股票投资明细,007016
4,002142,宁波银行,5.71,97.53,3492.62,2022年2季度股票投资明细,007016
5,600309,万华化学,5.09,32.09,3112.41,2022年2季度股票投资明细,007016
6,002415,海康威视,4.83,81.5,2950.3,2022年2季度股票投资明细,007016
7,000708,中信特钢,4.35,131.99,2659.51,2022年2季度股票投资明细,007016
8,603259,药明康德,3.24,19.06,1982.26,2022年2季度股票投资明细,007016
9,600298,安琪酵母,3.23,40.52,1975.35,2022年2季度股票投资明细,007016
10,300285,国瓷材料,3.19,54.22,1947.56,2022年2季度股票投资明细,007016
11,000001,平安银行,2.3,93.73,1404.08,2022年2季度股票投资明细,007016
12,000568,泸州老窖,2.24,5.56,1370.76,2022年2季度股票投资明细,007016
13,600760,中航沈飞,1.99,20.15,1218.07,2022年2季度股票投资明细,007016
14,600862,中航高科,1.99,43.27,1215.89,2022年2季度股票投资明细,007016
15,300026,红日药业,1.57,124.65,959.81,2022年2季度股票投资明细,007016
16,688063,派能科技,1.23,2.41,752.71,2022年2季度股票投资明细,007016
17,603187,海容冷链,1.21,20.27,740.87,2022年2季度股票投资明细,007016
18,603308,应流股份,1.18,44.49,724.3,2022年2季度股票投资明细,007016
19,605117,德业股份,1.16,2.54,710.92,2022年2季度股票投资明细,007016
20,002831,裕同科技,1.15,23.84,704.47,2022年2季度股票投资明细,007016
21,002179,中航光电,1.08,10.4,658.4,2022年2季度股票投资明细,007016
22,002409,雅克科技,1.06,11.72,650.58,2022年2季度股票投资明细,007016
23,300979,华利集团,0.99,8.3,606.56,2022年2季度股票投资明细,007016
24,002463,沪电股份,0.93,38.36,566.16,2022年2季度股票投资明细,007016
25,601965,中国汽研,0.88,33.24,538.82,2022年2季度股票投资明细,007016
26,000970,中科三环,0.75,24.48,459.69,2022年2季度股票投资明细,007016
27,688348,昱能科技,0.6,0.75,363.9,2022年2季度股票投资明细,007016
28,001215,千味央厨,0.5,5.4,303.97,2022年2季度股票投资明细,007016
29,601838,成都银行,0.48,17.78,294.79,2022年2季度股票投资明细,007016
30,300144,宋城演艺,0.38,15.26,234.24,2022年2季度股票投资明细,007016
31,000858,五粮液,0.3,0.91,183.76,2022年2季度股票投资明细,007016
32,601615,明阳智能,0.22,4.02,135.88,2022年2季度股票投资明细,007016
33,300759,康龙化成,0.22,1.39,132.36,2022年2季度股票投资明细,007016
34,600765,中航重机,0.13,2.53,81.42,2022年2季度股票投资明细,007016
35,300887,谱尼测试,0.06,0.85,36.3,2022年2季度股票投资明细,007016
36,688282,理工导航,0.02,0.32,14.45,2022年2季度股票投资明细,007016
37,600031,三一重工,0.02,0.56,10.67,2022年2季度股票投资明细,007016
38,603129,春风动力,0.02,0.09,10.23,2022年2季度股票投资明细,007016
39,601089,福元医药,0.01,0.17,3.68,2022年2季度股票投资明细,007016
40,001323,慕思股份,0.0,0.06,2.81,2022年2季度股票投资明细,007016
41,301150,中一科技,0.0,0.03,2.56,2022年2季度股票投资明细,007016
42,301200,大族数控,0.0,0.05,2.55,2022年2季度股票投资明细,007016
43,301201,诚达药业,0.0,0.04,2.53,2022年2季度股票投资明细,007016
44,301206,三元生物,0.0,0.05,2.35,2022年2季度股票投资明细,007016
45,301162,国能日新,0.0,0.03,1.81,2022年2季度股票投资明细,007016
46,301123,奕东电子,0.0,0.07,1.67,2022年2季度股票投资明细,007016
47,300834,星辉环材,0.0,0.05,1.6,2022年2季度股票投资明细,007016
48,301120,新特电气,0.0,0.1,1.6,2022年2季度股票投资明细,007016
49,301235,华康医疗,0.0,0.04,1.59,2022年2季度股票投资明细,007016
50,301166,优宁维,0.0,0.03,1.49,2022年2季度股票投资明细,007016
51,301189,奥尼电子,0.0,0.04,1.45,2022年2季度股票投资明细,007016
52,601066,中信建投,0.0,0.05,1.45,2022年2季度股票投资明细,007016
53,300122,智飞生物,0.0,0.01,1.11,2022年2季度股票投资明细,007016
54,301196,唯科科技,0.0,0.03,1.02,2022年2季度股票投资明细,007016
55,301181,标榜股份,0.0,0.03,0.79,2022年2季度股票投资明细,007016
56,301158,德石股份,0.0,0.04,0.77,2022年2季度股票投资明细,007016
57,000768,中航西飞,0.0,0.01,0.28,2022年2季度股票投资明细,007016
58,002643,万润股份,8.6,323.5,5852.19,2022年1季度股票投资明细,007016
59,600887,伊利股份,7.49,138.23,5099.34,2022年1季度股票投资明细,007016
60,603259,药明康德,6.31,38.23,4296.06,2022年1季度股票投资明细,007016
61,002142,宁波银行,5.43,98.81,3694.58,2022年1季度股票投资明细,007016
62,600036,招商银行,5.09,74.08,3466.94,2022年1季度股票投资明细,007016
63,002415,海康威视,5.02,83.25,3413.25,2022年1季度股票投资明细,007016
64,300285,国瓷材料,4.76,93.61,3238.89,2022年1季度股票投资明细,007016
65,600309,万华化学,4.53,38.15,3085.95,2022年1季度股票投资明细,007016
66,600519,贵州茅台,4.4,1.74,2991.06,2022年1季度股票投资明细,007016
67,000708,中信特钢,4.34,148.21,2956.7,2022年1季度股票投资明细,007016
1,603885,吉祥航空,10.2,1212.12,21805.99,2022年2季度股票投资明细,007549
2,603444,吉比特,9.99,55.06,21361.81,2022年2季度股票投资明细,007549
3,600176,中国巨石,9.54,1171.55,20396.71,2022年2季度股票投资明细,007549
4,002078,太阳纸业,8.39,1456.73,17932.33,2022年2季度股票投资明细,007549
5,603588,高能环境,7.97,1477.17,17031.74,2022年2季度股票投资明细,007549
6,002271,东方雨虹,7.68,319.05,16421.31,2022年2季度股票投资明细,007549
7,600585,海螺水泥,5.61,339.81,11988.59,2022年2季度股票投资明细,007549
8,600309,万华化学,5.22,115.1,11163.55,2022年2季度股票投资明细,007549
9,300144,宋城演艺,4.98,692.87,10635.51,2022年2季度股票投资明细,007549
10,600036,招商银行,4.51,228.32,9635.1,2022年2季度股票投资明细,007549
11,000858,五粮液,4.3,45.53,9193.41,2022年2季度股票投资明细,007549
12,300122,智飞生物,3.04,58.47,6490.75,2022年2季度股票投资明细,007549
13,000568,泸州老窖,3.01,26.11,6437.8,2022年2季度股票投资明细,007549
14,601021,春秋航空,2.39,87.52,5106.79,2022年2季度股票投资明细,007549
15,002415,海康威视,2.28,134.68,4875.42,2022年2季度股票投资明细,007549
16,002332,仙琚制药,2.15,468.33,4598.95,2022年2季度股票投资明细,007549
17,002311,海大集团,1.15,41.01,2461.01,2022年2季度股票投资明细,007549
18,600885,宏发股份,0.15,7.62,318.73,2022年2季度股票投资明细,007549
19,688223,晶科能源,0.13,19.5,282.12,2022年2季度股票投资明细,007549
20,688262,国芯科技,0.02,0.71,34.04,2022年2季度股票投资明细,007549
21,688400,凌云光,0.01,1.31,28.75,2022年2季度股票投资明细,007549
22,301139,元道通信,0.01,0.57,21.73,2022年2季度股票投资明细,007549
23,301239,普瑞眼科,0.01,0.57,19.34,2022年2季度股票投资明细,007549
24,688183,生益电子,0.01,1.3,14.21,2022年2季度股票投资明细,007549
25,688237,超卓航科,0.01,0.29,11.93,2022年2季度股票投资明细,007549
26,688150,莱特光电,0.01,0.56,11.03,2022年2季度股票投资明细,007549
27,301233,盛帮股份,0.0,0.16,6.54,2022年2季度股票投资明细,007549
28,300834,星辉环材,0.0,0.21,6.4,2022年2季度股票投资明细,007549
29,688799,华纳药厂,0.0,0.19,6.16,2022年2季度股票投资明细,007549
30,301010,晶雪节能,0.0,0.22,5.51,2022年2季度股票投资明细,007549
31,301238,瑞泰新材,0.0,0.15,4.96,2022年2季度股票投资明细,007549
32,601089,福元医药,0.0,0.17,3.68,2022年2季度股票投资明细,007549
33,301215,中汽股份,0.0,0.47,3.03,2022年2季度股票投资明细,007549
34,300981,中红医疗,0.0,0.11,2.73,2022年2季度股票投资明细,007549
35,301302,华如科技,0.0,0.05,2.63,2022年2季度股票投资明细,007549
36,301263,泰恩康,0.0,0.07,2.14,2022年2季度股票投资明细,007549
37,301217,铜冠铜箔,0.0,0.14,2.03,2022年2季度股票投资明细,007549
38,301018,申菱环境,0.0,0.08,2.02,2022年2季度股票投资明细,007549
39,301102,兆讯传媒,0.0,0.06,2.0,2022年2季度股票投资明细,007549
40,301256,华融化学,0.0,0.18,1.85,2022年2季度股票投资明细,007549
41,301112,信邦智能,0.0,0.04,1.8,2022年2季度股票投资明细,007549
42,301200,大族数控,0.0,0.03,1.78,2022年2季度股票投资明细,007549
43,301153,中科江南,0.0,0.04,1.75,2022年2季度股票投资明细,007549
44,301123,奕东电子,0.0,0.07,1.67,2022年2季度股票投资明细,007549
45,301103,何氏眼科,0.0,0.05,1.62,2022年2季度股票投资明细,007549
46,301120,新特电气,0.0,0.1,1.6,2022年2季度股票投资明细,007549
47,301286,侨源股份,0.0,0.08,1.55,2022年2季度股票投资明细,007549
48,301151,冠龙节能,0.0,0.07,1.51,2022年2季度股票投资明细,007549
49,300982,苏文电能,0.0,0.03,1.49,2022年2季度股票投资明细,007549
50,300994,久祺股份,0.0,0.04,1.38,2022年2季度股票投资明细,007549
51,300986,志特新材,0.0,0.04,1.36,2022年2季度股票投资明细,007549
52,301298,东利机械,0.0,0.06,1.32,2022年2季度股票投资明细,007549
53,300932,三友联众,0.0,0.07,1.27,2022年2季度股票投资明细,007549
54,301258,富士莱,0.0,0.03,1.23,2022年2季度股票投资明细,007549
55,001268,联合精密,0.0,0.04,1.13,2022年2季度股票投资明细,007549
56,301220,亚香股份,0.0,0.03,1.12,2022年2季度股票投资明细,007549
57,301237,和顺科技,0.0,0.03,1.09,2022年2季度股票投资明细,007549
58,301137,哈焊华通,0.0,0.06,1.03,2022年2季度股票投资明细,007549
59,301196,唯科科技,0.0,0.03,1.02,2022年2季度股票投资明细,007549
60,301015,百洋医药,0.0,0.05,1.0,2022年2季度股票投资明细,007549
61,301222,浙江恒威,0.0,0.03,0.96,2022年2季度股票投资明细,007549
62,301207,华兰疫苗,0.0,0.02,0.95,2022年2季度股票投资明细,007549
63,300933,中辰股份,0.0,0.11,0.91,2022年2季度股票投资明细,007549
64,301288,清研环境,0.0,0.05,0.9,2022年2季度股票投资明细,007549
65,301125,腾亚精工,0.0,0.03,0.9,2022年2季度股票投资明细,007549
66,300774,倍杰特,0.0,0.04,0.9,2022年2季度股票投资明细,007549
67,301130,西点药业,0.0,0.02,0.89,2022年2季度股票投资明细,007549
68,301135,瑞德智能,0.0,0.03,0.89,2022年2季度股票投资明细,007549
69,301013,利和兴,0.0,0.07,0.85,2022年2季度股票投资明细,007549
70,300614,百川畅银,0.0,0.03,0.83,2022年2季度股票投资明细,007549
71,301110,青木股份,0.0,0.02,0.8,2022年2季度股票投资明细,007549
72,301028,东亚机械,0.0,0.07,0.79,2022年2季度股票投资明细,007549
73,300978,东箭科技,0.0,0.06,0.77,2022年2季度股票投资明细,007549
74,301158,德石股份,0.0,0.04,0.77,2022年2季度股票投资明细,007549
75,301228,实朴检测,0.0,0.04,0.76,2022年2季度股票投资明细,007549
76,301026,浩通科技,0.0,0.02,0.75,2022年2季度股票投资明细,007549
77,301004,嘉益股份,0.0,0.03,0.74,2022年2季度股票投资明细,007549
78,301040,中环海陆,0.0,0.02,0.74,2022年2季度股票投资明细,007549
79,301038,深水规院,0.0,0.03,0.72,2022年2季度股票投资明细,007549
80,300956,英力股份,0.0,0.04,0.67,2022年2季度股票投资明细,007549
81,300998,宁波方正,0.0,0.02,0.61,2022年2季度股票投资明细,007549
82,300971,博亚精工,0.0,0.02,0.6,2022年2季度股票投资明细,007549
83,300814,中富电路,0.0,0.03,0.6,2022年2季度股票投资明细,007549
84,300958,建工修复,0.0,0.03,0.59,2022年2季度股票投资明细,007549
85,300991,创益通,0.0,0.04,0.58,2022年2季度股票投资明细,007549
86,301011,华立科技,0.0,0.02,0.58,2022年2季度股票投资明细,007549
87,300955,嘉亨家化,0.0,0.02,0.57,2022年2季度股票投资明细,007549
88,300948,冠中生态,0.0,0.03,0.51,2022年2季度股票投资明细,007549
89,301016,雷尔伟,0.0,0.03,0.51,2022年2季度股票投资明细,007549
90,301036,双乐股份,0.0,0.02,0.46,2022年2季度股票投资明细,007549
91,301007,德迈仕,0.0,0.03,0.46,2022年2季度股票投资明细,007549
92,301033,迈普医学,0.0,0.01,0.45,2022年2季度股票投资明细,007549
93,300960,通业科技,0.0,0.02,0.44,2022年2季度股票投资明细,007549
94,300992,泰福泵业,0.0,0.02,0.43,2022年2季度股票投资明细,007549
95,301041,金百泽,0.0,0.02,0.42,2022年2季度股票投资明细,007549
96,301037,保立佳,0.0,0.02,0.42,2022年2季度股票投资明细,007549
97,300995,奇德新材,0.0,0.02,0.41,2022年2季度股票投资明细,007549
98,603444,吉比特,10.13,57.48,20720.93,2022年1季度股票投资明细,007549
99,603885,吉祥航空,9.99,1492.87,20422.42,2022年1季度股票投资明细,007549
100,600176,中国巨石,9.96,1336.2,20363.69,2022年1季度股票投资明细,007549
101,002078,太阳纸业,9.57,1716.84,19571.93,2022年1季度股票投资明细,007549
102,603588,高能环境,8.18,1075.96,16731.2,2022年1季度股票投资明细,007549
103,002271,东方雨虹,7.51,341.66,15354.03,2022年1季度股票投资明细,007549
104,600585,海螺水泥,7.06,365.75,14443.57,2022年1季度股票投资明细,007549
105,600036,招商银行,5.62,245.64,11495.95,2022年1季度股票投资明细,007549
106,600309,万华化学,4.9,123.81,10014.99,2022年1季度股票投资明细,007549
107,300144,宋城演艺,4.03,623.48,8236.13,2022年1季度股票投资明细,007549
1,600674,川投能源,9.89,386.8,4610.7,2022年2季度股票投资明细,008060
2,601098,中南传媒,9.37,463.17,4372.33,2022年2季度股票投资明细,008060
3,601928,凤凰传媒,9.22,601.52,4300.89,2022年2季度股票投资明细,008060
4,00941,中国移动,9.16,102.0,4274.24,2022年2季度股票投资明细,008060
5,00728,中国电信,8.06,1646.2,3758.86,2022年2季度股票投资明细,008060
6,00883,中国海洋石油,6.01,316.4,2803.23,2022年2季度股票投资明细,008060
7,600025,华能水电,5.03,335.51,2345.21,2022年2季度股票投资明细,008060
8,01691,JS环球生活,2.75,146.8,1283.04,2022年2季度股票投资明细,008060
9,03800,协鑫科技,2.4,345.8,1120.79,2022年2季度股票投资明细,008060
10,00700,腾讯控股,2.11,3.25,984.49,2022年2季度股票投资明细,008060
11,000975,银泰黄金,1.95,93.57,911.37,2022年2季度股票投资明细,008060
12,01448,福寿园,1.39,134.4,649.4,2022年2季度股票投资明细,008060
13,603882,金域医学,1.12,6.35,524.19,2022年2季度股票投资明细,008060
14,601001,晋控煤业,1.11,29.25,519.17,2022年2季度股票投资明细,008060
15,300760,迈瑞医疗,1.08,1.61,504.25,2022年2季度股票投资明细,008060
16,000902,新洋丰,1.02,28.26,477.32,2022年2季度股票投资明细,008060
17,601899,紫金矿业,1.01,50.26,468.93,2022年2季度股票投资明细,008060
18,600161,天坛生物,1.0,19.24,467.15,2022年2季度股票投资明细,008060
19,300294,博雅生物,0.81,10.53,378.71,2022年2季度股票投资明细,008060
20,600346,恒力石化,0.8,16.87,375.19,2022年2季度股票投资明细,008060
21,00388,香港交易所,0.76,1.07,354.5,2022年2季度股票投资明细,008060
22,300630,普利制药,0.64,8.56,300.84,2022年2季度股票投资明细,008060
23,603043,广州酒家,0.54,9.99,251.95,2022年2季度股票投资明细,008060
24,01818,招金矿业,0.53,42.25,247.86,2022年2季度股票投资明细,008060
25,01585,雅迪控股,0.52,18.6,244.32,2022年2季度股票投资明细,008060
26,002415,海康威视,0.51,6.62,239.64,2022年2季度股票投资明细,008060
27,600989,宝丰能源,0.5,16.01,234.55,2022年2季度股票投资明细,008060
28,603733,仙鹤股份,0.49,8.65,230.09,2022年2季度股票投资明细,008060
29,601677,明泰铝业,0.49,9.58,227.96,2022年2季度股票投资明细,008060
30,600309,万华化学,0.44,2.1,203.68,2022年2季度股票投资明细,008060
31,002262,恩华药业,0.42,14.46,196.66,2022年2季度股票投资明细,008060
32,300138,晨光生物,0.38,11.28,175.7,2022年2季度股票投资明细,008060
33,03347,泰格医药,0.38,2.26,175.3,2022年2季度股票投资明细,008060
34,002801,微光股份,0.31,4.85,144.77,2022年2季度股票投资明细,008060
35,600378,昊华科技,0.3,3.59,138.29,2022年2季度股票投资明细,008060
36,600885,宏发股份,0.25,2.83,118.35,2022年2季度股票投资明细,008060
37,688007,光峰科技,0.24,4.6,111.8,2022年2季度股票投资明细,008060
38,603155,新亚强,0.22,2.71,101.03,2022年2季度股票投资明细,008060
39,600176,中国巨石,0.21,5.72,99.59,2022年2季度股票投资明细,008060
40,002120,韵达股份,0.2,5.57,94.94,2022年2季度股票投资明细,008060
41,002727,一心堂,0.19,3.79,86.97,2022年2季度股票投资明细,008060
42,603259,药明康德,0.18,0.8,83.19,2022年2季度股票投资明细,008060
43,000707,双环科技,0.14,3.78,64.22,2022年2季度股票投资明细,008060
44,02269,药明生物,0.12,0.9,55.26,2022年2季度股票投资明细,008060
45,603871,嘉友国际,0.12,3.23,54.65,2022年2季度股票投资明细,008060
46,603156,养元饮品,0.12,2.4,54.53,2022年2季度股票投资明细,008060
47,300782,卓胜微,0.11,0.38,51.84,2022年2季度股票投资明细,008060
48,000333,美的集团,0.11,0.85,51.33,2022年2季度股票投资明细,008060
49,600584,长电科技,0.11,1.88,50.76,2022年2季度股票投资明细,008060
50,600887,伊利股份,0.1,1.19,46.35,2022年2季度股票投资明细,008060
51,002648,卫星化学,0.1,1.76,45.43,2022年2季度股票投资明细,008060
52,600426,华鲁恒升,0.1,1.55,45.26,2022年2季度股票投资明细,008060
53,603181,皇马科技,0.1,2.94,44.36,2022年2季度股票投资明细,008060
54,002884,凌霄泵业,0.09,2.15,44.05,2022年2季度股票投资明细,008060
55,688349,三一重能,0.07,0.93,34.25,2022年2季度股票投资明细,008060
56,688248,南网科技,0.06,1.18,27.2,2022年2季度股票投资明细,008060
57,688322,奥比中光,0.06,0.85,26.43,2022年2季度股票投资明细,008060
58,002709,天赐材料,0.05,0.4,24.82,2022年2季度股票投资明细,008060
59,688119,中钢洛耐,0.05,3.33,23.36,2022年2季度股票投资明细,008060
60,300408,三环集团,0.05,0.77,23.18,2022年2季度股票投资明细,008060
61,002028,思源电气,0.05,0.62,22.11,2022年2季度股票投资明细,008060
62,300638,广和通,0.05,0.8,21.19,2022年2季度股票投资明细,008060
63,688087,英科再生,0.04,0.35,19.97,2022年2季度股票投资明细,008060
64,01548,金斯瑞生物科技,0.04,0.8,19.46,2022年2季度股票投资明细,008060
65,688400,凌云光,0.04,0.84,18.44,2022年2季度股票投资明细,008060
66,002463,沪电股份,0.03,0.91,13.43,2022年2季度股票投资明细,008060
67,688237,超卓航科,0.03,0.29,11.93,2022年2季度股票投资明细,008060
68,300627,华测导航,0.02,0.3,10.32,2022年2季度股票投资明细,008060
69,688029,南微医学,0.02,0.1,8.72,2022年2季度股票投资明细,008060
70,688102,斯瑞新材,0.02,0.6,7.37,2022年2季度股票投资明细,008060
71,600563,法拉电子,0.01,0.03,6.15,2022年2季度股票投资明细,008060
72,002706,良信股份,0.01,0.37,6.12,2022年2季度股票投资明细,008060
73,603855,华荣股份,0.01,0.22,5.61,2022年2季度股票投资明细,008060
74,01929,周大福,0.01,0.4,5.05,2022年2季度股票投资明细,008060
75,300502,新易盛,0.01,0.19,4.98,2022年2季度股票投资明细,008060
76,300470,中密控股,0.01,0.14,4.94,2022年2季度股票投资明细,008060
77,002223,鱼跃医疗,0.01,0.18,4.62,2022年2季度股票投资明细,008060
78,002242,九阳股份,0.01,0.25,4.59,2022年2季度股票投资明细,008060
79,688323,瑞华泰,0.01,0.19,4.59,2022年2季度股票投资明细,008060
80,601089,福元医药,0.01,0.17,3.68,2022年2季度股票投资明细,008060
81,301215,中汽股份,0.01,0.47,3.03,2022年2季度股票投资明细,008060
82,301268,铭利达,0.0,0.06,2.24,2022年2季度股票投资明细,008060
83,301263,泰恩康,0.0,0.07,2.14,2022年2季度股票投资明细,008060
84,301207,华兰疫苗,0.0,0.04,2.13,2022年2季度股票投资明细,008060
85,301200,大族数控,0.0,0.04,1.9,2022年2季度股票投资明细,008060
86,301127,天源环保,0.0,0.17,1.88,2022年2季度股票投资明细,008060
87,301256,华融化学,0.0,0.18,1.85,2022年2季度股票投资明细,008060
88,301216,万凯新材,0.0,0.06,1.71,2022年2季度股票投资明细,008060
89,301235,华康医疗,0.0,0.04,1.59,2022年2季度股票投资明细,008060
90,301219,腾远钴业,0.0,0.02,1.46,2022年2季度股票投资明细,008060
91,301117,佳缘科技,0.0,0.03,1.43,2022年2季度股票投资明细,008060
92,301166,优宁维,0.0,0.02,1.42,2022年2季度股票投资明细,008060
93,301212,联盛化学,0.0,0.04,1.38,2022年2季度股票投资明细,008060
94,301123,奕东电子,0.0,0.05,1.38,2022年2季度股票投资明细,008060
95,301151,冠龙节能,0.0,0.06,1.34,2022年2季度股票投资明细,008060
96,301189,奥尼电子,0.0,0.04,1.24,2022年2季度股票投资明细,008060
97,301258,富士莱,0.0,0.03,1.23,2022年2季度股票投资明细,008060
98,301116,益客食品,0.0,0.06,1.18,2022年2季度股票投资明细,008060
99,001268,联合精密,0.0,0.04,1.13,2022年2季度股票投资明细,008060
100,301137,哈焊华通,0.0,0.06,1.03,2022年2季度股票投资明细,008060
101,301222,浙江恒威,0.0,0.03,0.96,2022年2季度股票投资明细,008060
102,301130,西点药业,0.0,0.02,0.89,2022年2季度股票投资明细,008060
103,301110,青木股份,0.0,0.02,0.8,2022年2季度股票投资明细,008060
104,301196,唯科科技,0.0,0.02,0.77,2022年2季度股票投资明细,008060
105,301158,德石股份,0.0,0.04,0.77,2022年2季度股票投资明细,008060
106,301228,实朴检测,0.0,0.04,0.76,2022年2季度股票投资明细,008060
107,301279,金道科技,0.0,0.03,0.68,2022年2季度股票投资明细,008060
108,00941,中国移动,9.67,108.5,4764.91,2022年1季度股票投资明细,008060
109,601928,凤凰传媒,9.64,624.01,4748.74,2022年1季度股票投资明细,008060
110,601098,中南传媒,9.09,472.37,4478.07,2022年1季度股票投资明细,008060
111,600674,川投能源,8.82,404.4,4343.3,2022年1季度股票投资明细,008060
112,00728,中国电信,6.25,1225.0,3079.81,2022年1季度股票投资明细,008060
113,00700,腾讯控股,4.06,6.59,1999.42,2022年1季度股票投资明细,008060
114,00883,中国海洋石油,2.65,149.8,1304.8,2022年1季度股票投资明细,008060
115,300760,迈瑞医疗,2.3,3.69,1133.75,2022年1季度股票投资明细,008060
116,01691,JS环球生活,2.23,146.8,1096.51,2022年1季度股票投资明细,008060
117,03800,协鑫科技,1.99,449.9,981.51,2022年1季度股票投资明细,008060
1,600926,杭州银行,7.29,3495.81,52367.18,2022年2季度股票投资明细,008099
2,601009,南京银行,7.07,4874.76,50795.0,2022年2季度股票投资明细,008099
3,00753,中国国航,5.78,7122.6,41541.82,2022年2季度股票投资明细,008099
4,600115,中国东航,5.32,6970.17,38266.23,2022年2季度股票投资明细,008099
5,601111,中国国航,5.14,3183.76,36963.5,2022年2季度股票投资明细,008099
6,600029,南方航空,5.02,4931.72,36050.91,2022年2季度股票投资明细,008099
7,01055,中国南方航空股份,5.01,9270.4,35992.91,2022年2季度股票投资明细,008099
8,00670,中国东方航空股份,5.01,13978.4,35982.11,2022年2季度股票投资明细,008099
9,603885,吉祥航空,4.71,1880.84,33836.33,2022年2季度股票投资明细,008099
10,002928,华夏航空,4.69,2865.11,33722.32,2022年2季度股票投资明细,008099
11,00819,天能动力,4.08,4042.3,29349.37,2022年2季度股票投资明细,008099
12,03877,中国船舶租赁,3.97,23680.8,28554.73,2022年2季度股票投资明细,008099
13,01907,中国旭阳集团,3.87,9626.1,27824.65,2022年2季度股票投资明细,008099
14,300133,华策影视,3.85,5559.4,27685.8,2022年2季度股票投资明细,008099
15,300119,瑞普生物,3.17,1303.05,22790.34,2022年2季度股票投资明细,008099
16,600459,贵研铂业,2.51,995.67,18031.64,2022年2季度股票投资明细,008099
17,600919,江苏银行,2.3,2319.74,16516.58,2022年2季度股票投资明细,008099
18,01208,五矿资源,2.23,6424.8,16043.72,2022年2季度股票投资明细,008099
19,605108,同庆楼,1.14,346.14,8172.39,2022年2季度股票投资明细,008099
20,601838,成都银行,1.09,470.97,7808.68,2022年2季度股票投资明细,008099
21,601021,春秋航空,1.07,131.87,7694.61,2022年2季度股票投资明细,008099
22,605089,味知香,0.79,83.96,5668.14,2022年2季度股票投资明细,008099
23,601888,中国中免,0.72,22.27,5187.35,2022年2季度股票投资明细,008099
24,00168,青岛啤酒股份,0.68,69.6,4856.93,2022年2季度股票投资明细,008099
25,600132,重庆啤酒,0.65,31.93,4681.28,2022年2季度股票投资明细,008099
26,600600,青岛啤酒,0.65,44.74,4649.38,2022年2季度股票投资明细,008099
27,603517,绝味食品,0.39,48.83,2823.35,2022年2季度股票投资明细,008099
28,300094,国联水产,0.21,272.57,1480.06,2022年2季度股票投资明细,008099
29,605338,巴比食品,0.1,24.45,745.97,2022年2季度股票投资明细,008099
30,301217,铜冠铜箔,0.0,0.43,6.35,2022年2季度股票投资明细,008099
31,301206,三元生物,0.0,0.09,4.32,2022年2季度股票投资明细,008099
32,301201,诚达药业,0.0,0.04,2.53,2022年2季度股票投资明细,008099
33,301122,采纳股份,0.0,0.03,2.12,2022年2季度股票投资明细,008099
34,301235,华康医疗,0.0,0.04,1.59,2022年2季度股票投资明细,008099
