seq,stock_code,stock_name,percent,holding_number,holding_value,season,fund_code
42,600409,三友化工,0.61,56.89,465.93,2022年2季度股票投资明细,011649
43,00388,香港交易所,0.61,1.41,465.45,2022年2季度股票投资明细,011649
44,600872,中炬高新,0.56,12.43,430.2,2022年2季度股票投资明细,011649
45,000792,盐湖股份,0.53,13.56,406.26,2022年2季度股票投资明细,011649
46,600004,白云机场,0.53,27.1,404.06,2022年2季度股票投资明细,011649
47,300457,赢合科技,0.5,13.45,382.11,2022年2季度股票投资明细,011649
48,600063,皖维高新,0.49,49.81,377.56,2022年2季度股票投资明细,011649
49,603712,七一二,0.38,10.0,294.5,2022年2季度股票投资明细,011649
50,002027,分众传媒,0.31,35.83,241.14,2022年2季度股票投资明细,011649
51,01055,中国南方航空股份,0.31,60.4,234.51,2022年2季度股票投资明细,011649
52,00883,中国海洋石油,0.22,19.1,169.22,2022年2季度股票投资明细,011649
53,688269,凯立新材,0.18,1.27,134.39,2022年2季度股票投资明细,011649
54,688037,芯源微,0.1,0.55,79.83,2022年2季度股票投资明细,011649
55,01024,快手-W,0.09,0.97,72.5,2022年2季度股票投资明细,011649
56,002850,科达利,0.09,0.44,69.96,2022年2季度股票投资明细,011649
57,688048,长光华芯,0.08,0.56,62.8,2022年2季度股票投资明细,011649
58,688400,凌云光,0.04,1.31,28.75,2022年2季度股票投资明细,011649
59,301175,中科环保,0.03,6.37,24.33,2022年2季度股票投资明细,011649
60,301239,普瑞眼科,0.03,0.57,19.34,2022年2季度股票投资明细,011649
61,688237,超卓航科,0.02,0.29,11.93,2022年2季度股票投资明细,011649
62,688102,斯瑞新材,0.01,0.6,7.37,2022年2季度股票投资明细,011649
63,301238,瑞泰新材,0.01,0.21,6.88,2022年2季度股票投资明细,011649
64,301233,盛帮股份,0.01,0.16,6.54,2022年2季度股票投资明细,011649
65,601089,福元医药,0.0,0.17,3.68,2022年2季度股票投资明细,011649
66,301219,腾远钴业,0.0,0.03,3.03,2022年2季度股票投资明细,011649
67,301206,三元生物,0.0,0.06,2.81,2022年2季度股票投资明细,011649
68,301216,万凯新材,0.0,0.09,2.72,2022年2季度股票投资明细,011649
69,301266,宇邦新材,0.0,0.05,2.43,2022年2季度股票投资明细,011649
70,301122,采纳股份,0.0,0.03,2.12,2022年2季度股票投资明细,011649
71,301102,兆讯传媒,0.0,0.06,2.0,2022年2季度股票投资明细,011649
72,301187,欧圣电气,0.0,0.09,1.97,2022年2季度股票投资明细,011649
73,301256,华融化学,0.0,0.18,1.85,2022年2季度股票投资明细,011649
74,301153,中科江南,0.0,0.04,1.75,2022年2季度股票投资明细,011649
75,301123,奕东电子,0.0,0.07,1.67,2022年2季度股票投资明细,011649
76,301103,何氏眼科,0.0,0.05,1.62,2022年2季度股票投资明细,011649
77,301235,华康医疗,0.0,0.04,1.59,2022年2季度股票投资明细,011649
78,301151,冠龙节能,0.0,0.07,1.51,2022年2季度股票投资明细,011649
79,301160,翔楼新材,0.0,0.04,1.48,2022年2季度股票投资明细,011649
80,301117,佳缘科技,0.0,0.03,1.43,2022年2季度股票投资明细,011649
81,301248,杰创智能,0.0,0.05,1.41,2022年2季度股票投资明细,011649
82,301298,东利机械,0.0,0.06,1.32,2022年2季度股票投资明细,011649
83,301258,富士莱,0.0,0.03,1.23,2022年2季度股票投资明细,011649
84,301259,艾布鲁,0.0,0.05,1.2,2022年2季度股票投资明细,011649
85,301097,天益医疗,0.0,0.02,1.19,2022年2季度股票投资明细,011649
86,001268,联合精密,0.0,0.04,1.13,2022年2季度股票投资明细,011649
87,301220,亚香股份,0.0,0.03,1.12,2022年2季度股票投资明细,011649
88,301137,哈焊华通,0.0,0.06,1.03,2022年2季度股票投资明细,011649
89,301196,唯科科技,0.0,0.03,1.02,2022年2季度股票投资明细,011649
90,301125,腾亚精工,0.0,0.03,0.9,2022年2季度股票投资明细,011649
91,301163,宏德股份,0.0,0.03,0.9,2022年2季度股票投资明细,011649
92,301130,西点药业,0.0,0.02,0.89,2022年2季度股票投资明细,011649
93,301110,青木股份,0.0,0.02,0.8,2022年2季度股票投资明细,011649
94,301181,标榜股份,0.0,0.03,0.79,2022年2季度股票投资明细,011649
95,301158,德石股份,0.0,0.04,0.77,2022年2季度股票投资明细,011649
96,301279,金道科技,0.0,0.03,0.68,2022年2季度股票投资明细,011649
97,300450,先导智能,0.0,0.01,0.63,2022年2季度股票投资明细,011649
98,688639,华恒生物,5.82,41.17,4357.88,2022年1季度股票投资明细,011649
99,000906,浙商中拓,5.66,356.71,4237.7,2022年1季度股票投资明细,011649
100,600195,中牧股份,4.55,263.0,3405.85,2022年1季度股票投资明细,011649
101,603236,移远通信,4.24,17.73,3175.27,2022年1季度股票投资明细,011649
102,300502,新易盛,3.63,87.1,2717.65,2022年1季度股票投资明细,011649
103,002304,洋河股份,3.37,18.61,2524.07,2022年1季度股票投资明细,011649
104,300476,胜宏科技,3.23,104.58,2416.84,2022年1季度股票投资明细,011649
105,002734,利民股份,3.11,212.45,2332.73,2022年1季度股票投资明细,011649
106,600989,宝丰能源,3.09,155.87,2316.23,2022年1季度股票投资明细,011649
107,02400,心动公司,2.76,104.96,2068.5,2022年1季度股票投资明细,011649
1,601088,中国神华,7.12,30.84,1026.97,2022年2季度股票投资明细,012964
2,600188,兖矿能源,7.03,25.69,1014.24,2022年2季度股票投资明细,012964
3,600395,盘江股份,6.43,105.74,927.34,2022年2季度股票投资明细,012964
4,601666,平煤股份,6.1,64.78,880.36,2022年2季度股票投资明细,012964
5,601225,陕西煤业,5.95,40.54,858.64,2022年2季度股票投资明细,012964
6,601001,晋控煤业,5.3,43.08,764.67,2022年2季度股票投资明细,012964
7,600919,江苏银行,5.1,103.34,735.78,2022年2季度股票投资明细,012964
8,600048,保利发展,4.58,37.84,660.69,2022年2季度股票投资明细,012964
9,00883,中国海洋石油,4.25,69.2,613.1,2022年2季度股票投资明细,012964
10,000703,恒逸石化,2.55,35.04,368.27,2022年2季度股票投资明细,012964
11,600926,杭州银行,2.39,22.97,344.09,2022年2季度股票投资明细,012964
12,000983,山西焦煤,2.32,24.94,333.95,2022年2季度股票投资明细,012964
13,601898,中煤能源,2.29,31.89,331.02,2022年2季度股票投资明细,012964
14,03900,绿城中国,2.03,21.05,292.71,2022年2季度股票投资明细,012964
15,600123,兰花科创,1.39,12.19,200.53,2022年2季度股票投资明细,012964
16,000002,万科A,0.67,4.73,96.97,2022年2季度股票投资明细,012964
17,002191,劲嘉股份,0.62,8.32,89.19,2022年2季度股票投资明细,012964
18,603992,松霖科技,0.39,3.44,56.07,2022年2季度股票投资明细,012964
19,002415,海康威视,0.38,1.52,55.02,2022年2季度股票投资明细,012964
20,603096,新经典,0.31,2.41,44.46,2022年2季度股票投资明细,012964
21,600383,金地集团,0.28,3.0,40.32,2022年2季度股票投资明细,012964
22,301158,德石股份,0.24,1.68,35.03,2022年2季度股票投资明细,012964
23,601318,中国平安,0.24,0.74,34.55,2022年2季度股票投资明细,012964
24,300788,中信出版,0.21,1.49,30.69,2022年2季度股票投资明细,012964
25,688080,映翰通,0.17,0.62,24.8,2022年2季度股票投资明细,012964
26,605166,聚合顺,0.16,1.8,22.97,2022年2季度股票投资明细,012964
27,603518,锦泓集团,0.13,2.4,19.25,2022年2季度股票投资明细,012964
28,600782,新钢股份,0.12,3.42,17.23,2022年2季度股票投资明细,012964
29,688310,迈得医疗,0.08,0.5,11.05,2022年2季度股票投资明细,012964
30,688237,超卓航科,0.05,0.18,7.34,2022年2季度股票投资明细,012964
31,688400,凌云光,0.05,0.31,6.74,2022年2季度股票投资明细,012964
32,688227,品高股份,0.03,0.18,3.9,2022年2季度股票投资明细,012964
33,601089,福元医药,0.03,0.17,3.68,2022年2季度股票投资明细,012964
34,688236,春立医疗,0.02,0.16,3.09,2022年2季度股票投资明细,012964
35,002142,宁波银行,0.02,0.06,2.26,2022年2季度股票投资明细,012964
36,001268,联合精密,0.01,0.04,1.13,2022年2季度股票投资明细,012964
37,600048,保利发展,6.53,48.96,866.59,2022年1季度股票投资明细,012964
38,601666,平煤股份,6.46,50.06,857.03,2022年1季度股票投资明细,012964
39,600919,江苏银行,6.3,118.67,836.62,2022年1季度股票投资明细,012964
40,601088,中国神华,5.53,24.68,734.72,2022年1季度股票投资明细,012964
41,601155,新城控股,5.01,20.68,665.28,2022年1季度股票投资明细,012964
42,600188,兖矿能源,4.83,16.74,641.81,2022年1季度股票投资明细,012964
43,002966,苏州银行,2.64,47.35,350.39,2022年1季度股票投资明细,012964
44,601225,陕西煤业,2.63,21.2,348.74,2022年1季度股票投资明细,012964
45,000932,华菱钢铁,2.22,53.53,294.42,2022年1季度股票投资明细,012964
46,002142,宁波银行,2.13,7.55,282.41,2022年1季度股票投资明细,012964
1,000333,美的集团,6.86,138.18,8344.47,2022年2季度股票投资明细,014413
2,01765,希望教育,5.01,10962.8,6093.93,2022年2季度股票投资明细,014413
3,001205,盛航股份,4.9,300.6,5951.83,2022年2季度股票投资明细,014413
4,600079,人福医药,4.67,355.1,5681.6,2022年2季度股票投资明细,014413
5,06169,宇华教育,4.51,4611.2,5481.4,2022年2季度股票投资明细,014413
6,000651,格力电器,4.51,162.53,5480.51,2022年2季度股票投资明细,014413
7,00168,青岛啤酒股份,4.05,70.6,4926.72,2022年2季度股票投资明细,014413
8,002967,广电计量,4.0,256.94,4866.44,2022年2季度股票投资明细,014413
9,00291,华润啤酒,3.93,95.4,4772.73,2022年2季度股票投资明细,014413
10,603209,兴通股份,3.66,195.69,4446.08,2022年2季度股票投资明细,014413
11,02319,蒙牛乳业,2.72,98.6,3301.2,2022年2季度股票投资明细,014413
12,03808,中国重汽,2.59,334.7,3148.55,2022年2季度股票投资明细,014413
13,600690,海尔智家,2.37,104.88,2880.0,2022年2季度股票投资明细,014413
14,01691,JS环球生活,2.33,323.45,2826.97,2022年2季度股票投资明细,014413
15,06049,保利物业,2.3,65.36,2794.76,2022年2季度股票投资明细,014413
16,300687,赛意信息,1.97,104.5,2400.37,2022年2季度股票投资明细,014413
17,600258,首旅酒店,1.91,93.49,2318.59,2022年2季度股票投资明细,014413
18,00700,腾讯控股,1.9,7.61,2306.43,2022年2季度股票投资明细,014413
19,603181,皇马科技,1.85,148.67,2243.38,2022年2季度股票投资明细,014413
20,00696,中国民航信息网络,1.77,165.4,2155.67,2022年2季度股票投资明细,014413
21,06690,海尔智家,1.66,81.28,2019.26,2022年2季度股票投资明细,014413
22,002262,恩华药业,1.61,143.8,1955.68,2022年2季度股票投资明细,014413
23,00694,北京首都机场股份,1.57,416.2,1904.23,2022年2季度股票投资明细,014413
24,00268,金蝶国际,1.45,112.1,1763.95,2022年2季度股票投资明细,014413
25,600570,恒生电子,1.36,38.05,1656.74,2022年2季度股票投资明细,014413
26,00839,中教控股,1.32,242.1,1606.64,2022年2季度股票投资明细,014413
27,300253,卫宁健康,1.23,170.85,1500.06,2022年2季度股票投资明细,014413
28,03613,同仁堂国药,1.23,137.9,1493.0,2022年2季度股票投资明细,014413
29,000848,承德露露,1.1,138.09,1336.71,2022年2季度股票投资明细,014413
30,01316,耐世特,0.99,250.8,1209.68,2022年2季度股票投资明细,014413
31,00667,中国东方教育,0.97,329.85,1173.47,2022年2季度股票投资明细,014413
32,688586,江航装备,0.89,40.78,1085.22,2022年2季度股票投资明细,014413
33,600511,国药股份,0.87,39.27,1051.65,2022年2季度股票投资明细,014413
34,03990,美的置业,0.85,95.84,1039.27,2022年2季度股票投资明细,014413
35,00123,越秀地产,0.72,102.2,879.25,2022年2季度股票投资明细,014413
36,002938,鹏鼎控股,0.63,25.22,761.9,2022年2季度股票投资明细,014413
37,600988,赤峰黄金,0.58,43.9,700.24,2022年2季度股票投资明细,014413
38,002968,新大正,0.54,26.45,652.18,2022年2季度股票投资明细,014413
39,03998,波司登,0.5,146.0,608.06,2022年2季度股票投资明细,014413
40,01776,广发证券,0.49,66.58,591.02,2022年2季度股票投资明细,014413
41,06821,凯莱英,0.47,3.63,574.3,2022年2季度股票投资明细,014413
42,01458,周黑鸭,0.39,103.65,478.66,2022年2季度股票投资明细,014413
43,603886,元祖股份,0.34,23.77,418.83,2022年2季度股票投资明细,014413
44,02331,李宁,0.33,6.45,401.01,2022年2季度股票投资明细,014413
45,688369,致远互联,0.23,6.08,274.21,2022年2季度股票投资明细,014413
46,600547,山东黄金,0.22,14.57,270.42,2022年2季度股票投资明细,014413
47,603733,仙鹤股份,0.22,10.0,266.07,2022年2季度股票投资明细,014413
48,02001,新高教集团,0.21,112.0,257.65,2022年2季度股票投资明细,014413
49,603043,广州酒家,0.16,7.92,199.69,2022年2季度股票投资明细,014413
50,603383,顶点软件,0.15,7.41,182.95,2022年2季度股票投资明细,014413
51,06198,青岛港,0.14,55.2,173.72,2022年2季度股票投资明细,014413
52,688677,海泰新光,0.13,1.7,156.38,2022年2季度股票投资明细,014413
53,600887,伊利股份,0.11,3.44,133.99,2022年2季度股票投资明细,014413
54,688257,新锐股份,0.08,2.4,95.23,2022年2季度股票投资明细,014413
55,300033,同花顺,0.07,0.92,88.46,2022年2季度股票投资明细,014413
56,002410,广联达,0.04,0.94,50.99,2022年2季度股票投资明细,014413
57,300408,三环集团,0.02,0.97,29.2,2022年2季度股票投资明细,014413
58,688400,凌云光,0.02,1.31,28.75,2022年2季度股票投资明细,014413
59,688322,奥比中光,0.02,0.85,26.43,2022年2季度股票投资明细,014413
60,301175,中科环保,0.02,6.37,24.33,2022年2季度股票投资明细,014413
61,02269,药明生物,0.02,0.35,21.49,2022年2季度股票投资明细,014413
62,301112,信邦智能,0.02,0.4,21.33,2022年2季度股票投资明细,014413
63,301239,普瑞眼科,0.02,0.57,19.34,2022年2季度股票投资明细,014413
64,002027,分众传媒,0.01,2.37,15.95,2022年2季度股票投资明细,014413
65,06969,思摩尔国际,0.01,0.7,14.49,2022年2季度股票投资明细,014413
66,688237,超卓航科,0.01,0.29,11.93,2022年2季度股票投资明细,014413
67,002985,北摩高科,0.01,0.18,10.54,2022年2季度股票投资明细,014413
68,600298,安琪酵母,0.01,0.18,8.78,2022年2季度股票投资明细,014413
69,301238,瑞泰新材,0.01,0.23,7.49,2022年2季度股票投资明细,014413
70,600872,中炬高新,0.01,0.19,6.58,2022年2季度股票投资明细,014413
71,301233,盛帮股份,0.01,0.16,6.54,2022年2季度股票投资明细,014413
72,00941,中国移动,0.01,0.15,6.29,2022年2季度股票投资明细,014413
73,600383,金地集团,0.0,0.4,5.38,2022年2季度股票投资明细,014413
74,03690,美团-W,0.0,0.03,4.98,2022年2季度股票投资明细,014413
75,601089,福元医药,0.0,0.17,3.68,2022年2季度股票投资明细,014413
76,301302,华如科技,0.0,0.05,2.63,2022年2季度股票投资明细,014413
77,301266,宇邦新材,0.0,0.05,2.43,2022年2季度股票投资明细,014413
78,301298,东利机械,0.0,0.06,1.32,2022年2季度股票投资明细,014413
79,001268,联合精密,0.0,0.04,1.13,2022年2季度股票投资明细,014413
80,301125,腾亚精工,0.0,0.03,0.9,2022年2季度股票投资明细,014413
81,02333,长城汽车,0.0,0.05,0.69,2022年2季度股票投资明细,014413
1,601398,工商银行,4.44,5295.5,25259.54,2022年2季度股票投资明细,161834
2,002493,荣盛石化,3.77,1391.18,21410.29,2022年2季度股票投资明细,161834
3,601390,中国中铁,3.25,3007.75,18467.56,2022年2季度股票投资明细,161834
4,601233,桐昆股份,3.2,1144.29,18171.26,2022年2季度股票投资明细,161834
5,600585,海螺水泥,3.09,498.4,17583.61,2022年2季度股票投资明细,161834
6,601857,中国石油,3.06,3283.43,17402.19,2022年2季度股票投资明细,161834
7,300308,中际旭创,2.52,461.6,14332.64,2022年2季度股票投资明细,161834
8,000858,五粮液,2.5,70.34,14203.92,2022年2季度股票投资明细,161834
9,600887,伊利股份,2.2,320.95,12501.16,2022年2季度股票投资明细,161834
10,600216,浙江医药,1.8,750.1,10238.83,2022年2季度股票投资明细,161834
11,603019,中科曙光,1.73,338.78,9831.45,2022年2季度股票投资明细,161834
12,600030,中信证券,1.7,445.89,9658.02,2022年2季度股票投资明细,161834
13,601186,中国铁建,1.7,1221.26,9647.93,2022年2季度股票投资明细,161834
14,000977,浪潮信息,1.58,338.49,8963.34,2022年2季度股票投资明细,161834
15,000932,华菱钢铁,1.58,1759.38,8955.24,2022年2季度股票投资明细,161834
16,603501,韦尔股份,1.53,50.37,8715.52,2022年2季度股票投资明细,161834
17,600582,天地科技,1.53,1823.27,8715.23,2022年2季度股票投资明细,161834
18,600150,中国船舶,1.51,453.34,8604.39,2022年2季度股票投资明细,161834
19,000002,万科A,1.5,417.07,8549.94,2022年2季度股票投资明细,161834
20,600048,保利发展,1.49,485.15,8470.78,2022年2季度股票投资明细,161834
21,601800,中国交建,1.45,890.56,8264.44,2022年2季度股票投资明细,161834
22,600597,光明乳业,1.25,563.79,7120.66,2022年2季度股票投资明细,161834
23,000059,华锦股份,1.21,1166.66,6906.64,2022年2季度股票投资明细,161834
24,600808,马钢股份,1.2,1803.05,6833.54,2022年2季度股票投资明细,161834
25,000333,美的集团,1.19,112.1,6769.53,2022年2季度股票投资明细,161834
26,600859,王府井,1.16,254.06,6600.44,2022年2季度股票投资明细,161834
27,601888,中国中免,1.1,26.88,6259.99,2022年2季度股票投资明细,161834
28,600837,海通证券,1.09,633.38,6213.47,2022年2季度股票投资明细,161834
29,601601,中国太保,1.07,258.87,6091.1,2022年2季度股票投资明细,161834
30,601688,华泰证券,1.01,406.31,5769.61,2022年2季度股票投资明细,161834
31,000778,新兴铸管,1.01,1194.46,5757.32,2022年2季度股票投资明细,161834
32,601766,中国中车,0.99,1083.78,5635.65,2022年2季度股票投资明细,161834
33,000672,上峰水泥,0.91,326.18,5147.08,2022年2季度股票投资明细,161834
34,600801,华新水泥,0.89,258.18,5037.02,2022年2季度股票投资明细,161834
35,000959,首钢股份,0.85,1010.7,4810.93,2022年2季度股票投资明细,161834
36,002602,世纪华通,0.82,962.72,4640.3,2022年2季度股票投资明细,161834
37,600452,涪陵电力,0.81,396.99,4609.0,2022年2季度股票投资明细,161834
38,600782,新钢股份,0.8,899.93,4535.64,2022年2季度股票投资明细,161834
39,600116,三峡水利,0.79,449.17,4509.64,2022年2季度股票投资明细,161834
40,000776,广发证券,0.77,235.0,4394.46,2022年2季度股票投资明细,161834
41,002436,兴森科技,0.74,375.47,4231.56,2022年2季度股票投资明细,161834
42,600176,中国巨石,0.71,232.55,4048.73,2022年2季度股票投资明细,161834
43,601288,农业银行,0.7,1325.56,4003.18,2022年2季度股票投资明细,161834
44,000400,许继电气,0.7,208.43,4001.79,2022年2季度股票投资明细,161834
45,600131,国网信通,0.7,297.28,3998.38,2022年2季度股票投资明细,161834
46,600309,万华化学,0.65,38.26,3711.05,2022年2季度股票投资明细,161834
47,002233,塔牌集团,0.63,403.58,3571.68,2022年2季度股票投资明细,161834
48,600562,国睿科技,0.59,227.73,3381.79,2022年2季度股票投资明细,161834
49,001979,招商蛇口,0.59,248.91,3342.86,2022年2季度股票投资明细,161834
50,601058,赛轮轮胎,0.54,271.82,3063.36,2022年2季度股票投资明细,161834
51,601211,国泰君安,0.52,192.78,2930.21,2022年2季度股票投资明细,161834
52,002701,奥瑞金,0.51,561.85,2921.63,2022年2季度股票投资明细,161834
53,002120,韵达股份,0.5,166.23,2835.91,2022年2季度股票投资明细,161834
54,600989,宝丰能源,0.48,187.06,2740.43,2022年2季度股票投资明细,161834
55,000786,北新建材,0.47,77.69,2689.63,2022年2季度股票投资明细,161834
56,600075,新疆天业,0.47,419.5,2680.58,2022年2季度股票投资明细,161834
57,603816,顾家家居,0.46,46.53,2634.82,2022年2季度股票投资明细,161834
58,002163,海南发展,0.46,182.35,2602.13,2022年2季度股票投资明细,161834
59,600415,小商品城,0.44,448.96,2500.73,2022年2季度股票投资明细,161834
60,300026,红日药业,0.41,300.82,2316.31,2022年2季度股票投资明细,161834
61,002916,深南电路,0.39,23.79,2229.6,2022年2季度股票投资明细,161834
62,300451,创业慧康,0.36,283.12,2038.45,2022年2季度股票投资明细,161834
63,300253,卫宁健康,0.34,220.48,1935.79,2022年2季度股票投资明细,161834
64,601618,中国中冶,0.32,521.66,1825.8,2022年2季度股票投资明细,161834
65,002212,天融信,0.31,176.36,1790.06,2022年2季度股票投资明细,161834
66,002372,伟星新材,0.31,73.57,1768.62,2022年2季度股票投资明细,161834
67,300418,昆仑万维,0.29,101.74,1627.81,2022年2季度股票投资明细,161834
68,601636,旗滨集团,0.28,125.68,1602.37,2022年2季度股票投资明细,161834
69,002697,红旗连锁,0.28,311.23,1571.7,2022年2季度股票投资明细,161834
70,601318,中国平安,0.27,32.27,1506.59,2022年2季度股票投资明细,161834
71,600323,瀚蓝环境,0.26,71.51,1465.99,2022年2季度股票投资明细,161834
72,603708,家家悦,0.25,101.6,1446.81,2022年2季度股票投资明细,161834
73,002419,天虹股份,0.23,185.8,1324.76,2022年2季度股票投资明细,161834
74,603927,中科软,0.22,54.83,1278.59,2022年2季度股票投资明细,161834
75,605358,立昂微,0.19,15.63,1053.06,2022年2季度股票投资明细,161834
76,600507,方大特钢,0.17,138.96,971.34,2022年2季度股票投资明细,161834
77,600872,中炬高新,0.17,27.84,963.58,2022年2季度股票投资明细,161834
78,600705,中航产融,0.16,268.31,928.35,2022年2季度股票投资明细,161834
79,600688,上海石化,0.12,206.5,656.67,2022年2季度股票投资明细,161834
80,600660,福耀玻璃,0.08,11.18,467.5,2022年2季度股票投资明细,161834
81,605009,豪悦护理,0.05,8.02,311.8,2022年2季度股票投资明细,161834
82,301122,采纳股份,0.0,0.03,2.12,2022年2季度股票投资明细,161834
83,601398,工商银行,4.52,6374.98,30408.65,2022年1季度股票投资明细,161834
84,601233,桐昆股份,3.43,1322.42,23115.91,2022年1季度股票投资明细,161834
85,002493,荣盛石化,3.4,1601.37,22899.63,2022年1季度股票投资明细,161834
86,300308,中际旭创,2.56,544.8,17221.13,2022年1季度股票投资明细,161834
87,601668,中国建筑,2.44,3021.99,16439.63,2022年1季度股票投资明细,161834
88,601390,中国中铁,2.42,2700.44,16283.65,2022年1季度股票投资明细,161834
89,600585,海螺水泥,2.36,402.16,15881.3,2022年1季度股票投资明细,161834
90,601877,正泰电器,2.06,351.02,13893.38,2022年1季度股票投资明细,161834
91,600025,华能水电,2.05,2376.55,13831.5,2022年1季度股票投资明细,161834
92,600887,伊利股份,2.02,369.24,13621.24,2022年1季度股票投资明细,161834
93,600216,浙江医药,2.0,863.01,13480.28,2022年1季度股票投资明细,161834
94,600582,天地科技,1.82,2500.3,12276.46,2022年1季度股票投资明细,161834
95,000059,华锦股份,1.25,1342.24,8402.4,2022年1季度股票投资明细,161834
96,600995,文山电力,1.22,593.86,8195.31,2022年1季度股票投资明细,161834
97,000066,中国长城,1.18,691.31,7956.92,2022年1季度股票投资明细,161834
98,600597,光明乳业,1.1,648.65,7420.52,2022年1季度股票投资明细,161834
99,600581,八一钢铁,0.87,1005.54,5882.43,2022年1季度股票投资明细,161834
